college_name,location,num_courses_offered,college_rating,exams_accepted,exam_count,min_fees,max_fees,avg_fees,placement_rating,min_package,max_package,avg_package
Mount Zion College of Engineering (MZCE Pathanamthitta),Pathanamthitta,7,3.6,KEAM,1,2.0,2.0,2.0,3.6,,,
P.T.R. College of Engineering and Technology,Madurai,11,4.2,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,,,
Vidya Knowledge Park,Meerut,4,4.0,JEE Main,1,4.6,4.6,4.6,3.3,,,
Rajasthan Engineering College,Jaipur,5,3.0,JEE Main / REAP,2,2.69,2.69,2.69,3.0,,,
Bengal Institute of Technology and Management,Birbhum,7,3.3,JEE Main / WBJEECBSE 12th / ISCWBCHSE +4,7,3.56,3.56,3.56,3.0,,,
Nimra College Of Engineering and Technology,Vijayawada,7,4.0,AP EAMCET,1,1.4,1.72,1.56,3.6,,,
"John Cox Memorial CSI Institute of Technology, Thiruvananthapuram",Thiruvananthapuram,7,3.6,KEAM,1,2.0,2.0,2.0,4.0,,,
Jamia Institute Of Engineering And Management Studies,Jalgaon,5,3.9,MHT CETJEE Main,1,1.56,1.56,1.56,2.5,,,
"Government Mahila Engineering College, Ajmer",Ajmer,9,4.0,JEE Main / REAPCBSE 12th / ISCRBSE 12th +3,6,1.96,1.96,1.96,4.0,3.8,3.8,3.8
BAU - Birsa Agricultural University,Ranchi,1,3.8,ICAR AIEEA,1,28.9,28.9,28.9,3.8,6.4,6.4,6.4
Rajiv Gandhi University of Knowledge Technologies - RK Valley (Idupulapaya) Campus,Kadapa,12,3.7,AP EAMCETCBSE 12th / ISCBIEAP +3,5,9.0,9.0,9.0,3.6,,,
Acharya College Of Engineering,Kadapa,5,5.0,AP EAMCETCBSE 12th / BIEAP +2,4,1.4,1.72,1.56,5.0,,,
"M.Dasan Institute Of Technology, Kozhikode",Kozhikode,9,3.2,KEAM,1,2.0,2.0,2.0,3.0,,,
Sri Dharmsthala Manjunatheshwar College of Engineering & Technology - Karnataka,Dharwad,7,4.3,COMEDK UGETKCET,1,46.24,10.0,28.12,4.0,,,
"College of Dairy Science and Technology, Mannuthy - Kerala Veterinary and Animal Sciences University",Thrissur,2,3.2,KEAMICAR AIEEA,1,33.6,33.6,33.6,2.0,,,
Madhira Institute of Technology and Sciences,Nalgonda,8,4.1,TS EAMCET,1,2.88,2.88,2.88,3.3,,,
Yadavindra College of Engineering,Bathinda,9,3.3,JEE Main / CBSE 10th / ICSEPSEB 10th +3,6,1.61,2.92,2.26,3.3,5.0,5.0,5.0
KVM College of Engineering and IT,Kerala - Other,8,1.9,KEAM,1,1.27,2.0,1.64,1.0,,,
"Laxmipati Institute Of Science & Technology,Bhopal",Bhopal,5,3.6,JEE Main / MPPETMP BECBSE 12th / ISCMPBSE 12th +5,8,91.2,91.2,91.2,3.8,,,
"Mahakal Institute of Technology and Management (MITM, Ujjain)",Ujjain,6,3.5,JEE Main / MP BEMPPETCBSE 12th / ISCMPBSE 12th +5,8,1.1,1.1,1.1,2.9,,,
Birla Institute Of Applied Sciences,Uttarakhand - Other,1,3.8,CBSE 12th / ISCUK 12th +1,3,71.6,71.6,71.6,3.4,,,
Vivekananda Institute of Technology and Science,Karimnagar,6,3.5,TS EAMCETTSEd / CET,2,1.76,2.6,2.18,2.9,,,
Qis Institute Of Technology,Ongole,5,3.5,AP EAMCET,1,2.12,2.12,2.12,3.7,,,
Ludhiana Group of Colleges,Ludhiana,6,3.1,CBSE 12th / ISCPSEB 12th +1,3,2.4,2.42,2.41,2.0,,,
"Vikash Institute Of Technology, Bargarh",Orissa - Other,6,3.3,JEE Main / OJEE,2,2.36,2.36,2.36,2.5,,,
K.S.K College of Engineering and Technology,Thanjavur,9,4.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.3,,,
SEC - Surya Engineering College,Erode,9,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.6,,,
"Doaba Group of Colleges, Mohali",Mohali,11,3.2,CBSE 12th / ISCPSEB 12th +1,3,1.88,3.91,2.9,3.0,,,
Bengal College of Engineering,Durgapur,4,3.2,JEE Main / WBJEE,2,2.95,3.7,3.32,2.9,,,
"Anjuman Institute of Technology and Management (AITM,Bhatkal)",Karnataka - Other,10,3.5,KCET,1,2.5,3.86,3.18,2.6,,,
Northern Institute of Engineering Technical Campus (NIET Alwar),Alwar,5,3.2,JEE Main / REAP,2,1.96,1.96,1.96,2.5,,,
MGM College of Engineering and Pharmaceutical Sciences,Malappuram,11,3.7,KEAM,1,2.0,2.0,2.0,3.3,,,
Indraprastha Institute of Technology,Lucknow,3,4.8,CBSE 12th / UP 12th / ISC +2,5,2.45,2.45,2.45,4.0,,,
NRI Institute of Technology (NRIH),Hyderabad,8,3.9,TS EAMCETTSEd / CETTS ECET +2,4,1.05,1.4,1.23,3.5,,,
Christian College of Engineering and Technology,Tamil Nadu - Other,11,4.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,4.2,3.1,4.7,,,
"Oriental Institute of Science and Technology, Jabalpur",Jabalpur,5,4.4,JEE Main / MPPETMP BE +2,4,1.2,1.2,1.2,4.3,,,
Udaya School Of Engineering,Kanyakumari,12,2.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.0,,,
Rajiv Gandhi College of Food Technology,Parbhani,1,3.8,MHT CETJEE Main / ICAR AIEEA +2,4,2.0,2.0,2.0,3.0,,,
Delhi Institute of Technology Management and Research,Faridabad,5,2.9,JEE Main / HSTES,2,1.6,1.6,1.6,1.5,,,
Cochin Institute of Science and Technology,Ernakulum,6,3.4,KEAM,1,4.96,4.96,4.96,2.9,,,
College of Horticulture Engineering and Food Technology,Haveri,1,3.8,KCETICAR AIEEA,1,1.08,1.08,1.08,3.8,5.2,5.2,5.2
Dr. Rizvi College of Engineering,Uttar Pradesh - Other,7,5.0,JEE Main / UPTAC,2,1.1,2.45,1.78,5.0,,,
SKP Engineering College (SKPEC),Tamil Nadu - Other,11,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.5,,,
Shri Chhatarapati Shivaji Maharaj College of Engineering,Ahmednagar,5,2.8,MHT CETJEE Main,1,1.91,1.92,1.92,1.0,,,
Praveenya Institute of Marine Engineering,Vizianagaram,2,3.2,AP EAMCET,1,4.0,7.85,5.92,2.0,,,
College of Dairy and Food Science Technology,Udaipur,3,4.0,Rajasthan JET Agriculture / CBSE 12th / ISCRBSE 12th +3,6,2.11,6.4,4.26,4.3,,,
"Government College of Engineering and Technology, Safapora Ganderbal",Bandipora,5,2.5,JKCET,1,1.05,1.05,1.05,1.4,,,
College of Engineering and Rural Technology,Meerut,6,3.2,JEE Main / UPTAC,2,2.45,2.54,2.5,2.5,,,
Kandula Obul Reddy Memorial College Of Engineering,Kadapa,4,3.9,AP EAMCET,1,1.4,1.72,1.56,3.5,,,
VRS College of Engineering and Technology,Tamil Nadu - Other,6,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.7,1.8,1.8,1.8
SNM Institute of Management and Technology,Ernakulum,9,4.2,KEAM,1,2.0,2.0,2.0,3.8,,,
Ranganathan Engineering College,Coimbatore,6,5.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,5.0,,,
"Government Engineering College, Talakal",Koppal,5,3.2,KCET,1,1.63,1.63,1.63,3.0,,,
SIMS - Sanghvi Institute of Management and Science,Indore,10,2.6,JEE Main / MP BEMPPET +2,4,78.0,1.35,39.67,1.3,,,
Yagyavalkya Institute of Technology,Jaipur,10,3.7,JEE Main / REAP,2,2.31,2.96,2.64,3.1,,,
"RVS Group of Institution, Dindigul Campus",Dindigul,15,4.7,CBSE 12th / ISCTamilnadu 12th +1,3,1.6,1.6,1.6,4.7,1.75,1.75,1.75
Vedavyasa Institute of Technology,Kerala - Other,9,2.8,KEAM,1,2.0,3.72,2.86,2.5,,,
N.S.N. College Of Engineering And Technology,Karur,7,4.1,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,,,
Bhagwati Institute of Technology and Science,Ghaziabad,6,2.3,JEE Main / UPTAC,2,2.45,2.45,2.45,2.3,,,
Shri Dadaji Institute of technology and Science (SDITS),Madhya Pradesh - Other,8,3.2,JEE Main / MP BEMPPET +2,4,1.0,1.5,1.25,3.0,,,
Shri Ram College of Technology,Bhopal,6,5.0,JEE Main / CBSE 12th / ISCMPBSE 12th / MP BEMPPET +5,9,91.2,91.2,91.2,5.0,,,
M.P.Nachimuthu M.Jaganathan Engineering College (MPNMJ),Erode,6,3.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.0,,,
TITE - Templecity Institute of Technology and Engineering,Khurda,12,3.7,JEE Main / OJEE,2,2.76,2.76,2.76,3.0,,,
Mittal Institute Of Technology,Bhopal,6,3.9,JEE Main / CBSE 12th / ISCMPBSE 12th / MP BE +4,8,1.0,1.0,1.0,3.8,,,
Raisoni Group of Institutions,Nagpur,3,3.6,– / –,1,3.52,3.52,3.52,3.6,4.5,4.5,4.5
S.R. International Institute of Technology,Ranga Reddy,3,3.8,TS EAMCET,1,7.2,7.2,7.2,3.3,,,
Vindhya Institute of Technology and Science (VITS Indore),Indore,6,3.5,JEE Main / MP BE,2,96.0,96.0,96.0,2.6,,,
Andhra Engineering College,Nellore,6,3.8,AP EAMCET,1,1.4,1.72,1.56,3.4,,,
Shri Pillappa College of Engineering,Bangalore,10,4.2,COMEDK UGETKCET,1,2.25,2.7,2.48,3.8,,,
Ganadipathy Tulsi's Jain Engineering College,Vellore,10,3.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.7,,,
SCAD College Of Engineering And Technology,Tirunelveli,7,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.8,2.53,2.53,2.53
Advanced Educational Institutions,Palwal,8,3.2,JEE Main,1,2.1,3.12,2.61,2.9,,,
Aryabhatta College - ACERC,Ajmer,6,3.7,JEE Main / CBSE 12th / ISCRBSE 12th +3,6,2.8,2.8,2.8,3.4,,,
Oxford Engineering College,Tiruchirappalli,8,2.1,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,1.2,,,
"Vidya Academy of Science and Technology, Technical Campus",Thiruvananthapuram,6,3.9,KEAM,1,2.0,2.0,2.0,3.4,,,
Division of Agriculture Engineering,Srinagar,1,3.8,ICAR AIEEA,1,24.0,24.0,24.0,3.8,6.24,6.24,6.24
Ramireddy Subbarami Reddy Engineering College (RSREC),Nellore,6,4.0,AP EAMCET,1,1.64,1.72,1.68,3.6,,,
Lyallpur  Khalsa College of Engineering,Jalandhar,7,3.9,CBSE 12th / ISCPSEB 12th +1,3,2.42,3.18,2.8,3.4,,,
Eternal University,Himachal Pradesh - Other,3,4.6,JEE Main / CUETHPCET +1,3,2.04,4.4,3.22,4.6,2.75,2.75,2.75
"Vivekanandha College of Technology For Women, Vivekanandha Educational Institutions for Women",Namakkal,11,4.3,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.3,2.0,2.0,2.0
Sri Venkateswara Engineering College,Nalgonda,6,4.0,TS EAMCET,1,2.4,2.4,2.4,4.0,,,
Grace College of Engineering,Thoothukudi,7,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.8,3.0,3.0,3.0
Einstein College of Engineering,Tirunelveli,8,3.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.8,,,
Bhagwan Parshuram College of Engineering,Sonepat,6,3.0,JEE Main / HSTES,2,1.38,1.84,1.61,2.3,,,
Sri Venkateswara Institute of Science & Technology,Kadapa,6,4.3,AP EAMCET,1,1.72,1.87,1.8,4.0,,,
"Jind Institute of Engineering and Technology (JIET, Jind)",Haryana - Other,6,2.8,JEE Main / HSTES,2,2.2,3.2,2.7,1.7,,,
Bhabha Institute of Technology,Kanpur,7,2.7,JEE Main / UPTAC,2,2.15,2.45,2.3,2.1,,,
Vijaya Institute of Technology for Women,Andhra Pradesh - Other,13,4.0,JEE Main / AP EAMCETCBSE 12th / BIEAP +3,6,1.56,1.72,1.64,3.7,,,
A1 Global Institute Of Engineering and Technology,Prakasam,9,3.4,AP EAMCET,1,1.72,1.72,1.72,2.9,,,
Karavali Group of Colleges,Mangalore,8,2.7,COMEDK UGETKCET,1,3.6,7.0,5.3,2.2,,,
"Chaitanya Bharathi Institute of Technology, Kadapa",Kadapa,5,3.8,AP EAMCET,1,4.87,4.87,4.87,3.6,,,
Audisankara Institute of Technology,Nellore,6,4.2,AP EAMCET,1,1.6,1.6,1.6,4.0,,,
Ultra College of Engineering and Technology for Women,Madurai,7,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,5.0,,,
ARM College of Engineering and Technology,Chennai,9,2.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.0,,,
Thirumalai Engineering College,Kanchipuram,9,3.9,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.9,,,
Bhartiya Institute of Engineering and Technology,Sikar,4,3.8,JEE Main / REAP,2,2.69,2.69,2.69,3.4,,,
Columbia Group of Institutions,Raipur,7,3.6,JEE Main / CG PET,2,1.8,2.87,2.34,3.5,,,
Mookambigai College of Engineering (MCE Keeranur),Tamil Nadu - Other,12,3.0,CBSE 12th / ISCTamilnadu 12th +1,3,1.09,2.0,1.54,2.6,,,
P.K. University,Madhya Pradesh - Other,10,3.2,CBSE 12th / ISCMPBSE 12th +1,3,2.0,2.0,2.0,2.3,,,
G.N. Patel College of Dairy Science,Banaskantha,1,3.8,GUJCETICAR AIEEA,1,38.1,38.1,38.1,3.8,6.6,6.6,6.6
IEC University,Solan,4,4.6,JEE Main / HPCET,2,4.4,4.4,4.4,4.3,,,
SVS College of Engineering (SVSCE),Coimbatore,7,4.1,CBSE 12th / ISCTamilnadu 12th +1,3,1.2,2.0,1.6,3.7,,,
Srinix College of Engineering,Orissa - Other,5,3.8,JEE Main / OJEE,2,1.8,1.8,1.8,3.6,,,
Gokula Krishna College of Engineering,Nellore,7,2.9,AP EAMCET,1,1.72,1.72,1.72,1.8,,,
Mahavir Institute of Engineering and Technology,Bhubaneswar,9,2.6,JEE Main / OJEE,2,2.04,2.72,2.38,2.1,,,
Marathwada Institute of Technology,Bulandshahr,6,3.6,JEE Main / UPTACCUET +2,4,2.2,2.45,2.33,2.8,,,
CBS Group of Institutions,Jhajjar,6,2.8,JEE Main / HSTES,2,1.6,1.99,1.8,2.1,,,
SMIT - Saroj Mohan Institute of Technology,Hooghly,13,3.7,JEE Main / WBJEEWBJEE JELET +2,4,2.1,3.19,2.64,3.2,,,
Sanketika Institute of Technology and Management,Visakhapatnam,5,2.9,AP EAMCET,1,1.4,1.4,1.4,2.2,,,
Avanthi Institute Of Engineering And Technology,Andhra Pradesh - Other,7,3.7,AP EAMCET,1,1.66,1.72,1.69,3.5,,,
"School of Bio Technology, IFTM University",Moradabad,1,3.8,CUET,1,3.68,3.68,3.68,3.8,1.8,1.8,1.8
Shri Baba Mast Nath Engineering College,Rohtak,6,1.6,JEE Main / HSTES,2,1.8,2.5,2.15,1.1,,,
Aurora's Engineering College,Nalgonda,7,3.2,TS EAMCET,1,2.16,2.16,2.16,3.2,1.8,1.8,1.8
"Manoharbhai Patel Institute of Engineering and Technology (MIET, Gondia)",Maharashtra - Other,7,3.3,MHT CETJEE Main,1,1.52,2.3,1.91,2.2,,,
Madha Institute of Engineering and Technology,Chennai,17,5.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,5.0,,,
Kakinada Institute of Technological Sciences,Andhra Pradesh - Other,10,4.6,AP EAMCETCBSE 12th / BIEAP +2,4,2.01,2.01,2.01,4.0,,,
Mahatma Gandhi Engineering College,Jaipur,5,4.3,JEE Main / REAP,2,2.69,2.69,2.69,3.3,,,
Vidya Vihar Institute of Technology,Bihar - Other,5,3.1,CBSE 12th / ISCBSEB 12th +1,3,3.6,3.6,3.6,3.1,4.2,4.2,4.2
"Trinity College of Engineering and Technology, Karimnagar",Karimnagar,5,3.9,TS EAMCET,1,2.6,2.6,2.6,3.6,,,
Bhubaneswar College of Engineering,Khurda,5,4.4,JEE Main / OJEE,2,1.8,1.8,1.8,4.4,2.1,2.1,2.1
SBM College of Engineering and Technology,Tamil Nadu - Other,14,2.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.0,,,
Saroj International University,Lucknow,24,5.0,CBSE 12th / UP 12th / ISC +2,5,4.0,6.4,5.2,5.0,14.0,14.5,14.25
"Vkr, Vnb and Agk College Of Engineering",Gudivada,7,3.1,AP EAMCETCBSE 12th / BIEAP +2,4,1.4,1.72,1.56,2.8,,,
"MES Institute of Technology And Management, Chathannoor",Kollam,7,3.7,KEAM,1,2.0,2.0,2.0,3.0,,,
"Kalaivani College Of Technology, Study World Group",Coimbatore,11,4.2,CBSE 12th / ISCTamilnadu 12th +1,3,1.35,2.0,1.68,5.0,,,
Dr K.N Modi University,Rajasthan - Other,6,3.5,CBSE 12th / ISCRBSE 12th +1,3,2.8,3.6,3.2,2.8,,,
"OmDayal Group of Institutions, Kolkata",Kolkata,7,3.8,JEE Main / WBJEEWBJEE JELET +2,4,1.5,4.6,3.05,3.8,4.5,4.5,4.5
Chhattisgarh Institute of Technology,Chhattisgarh - Other,7,3.2,JEE Main / CG PET,2,2.08,2.78,2.43,2.3,,,
Yamuna Group of Institutions,Yamuna Nagar,6,3.6,JEE Main / HSTES,2,1.56,2.08,1.82,3.0,,,
Vision Institute of Technology,Kanpur,9,3.6,JEE Main / UPTACCUET +2,4,1.65,2.45,2.05,2.9,,,
Pallavan College of Engineering,Kanchipuram,8,3.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.6,,,
"Malabar Institute of Technology, Anjarakandi",Kannur,9,3.6,KEAM,1,2.0,2.0,2.0,3.0,,,
PKG Group of Institutions,Panipat,6,2.3,JEE Main / HSTES,2,1.97,2.08,2.02,1.8,,,
Maharashtra Animal and Fishery Sciences University,Nagpur,1,3.8,ICAR AIEEA,1,1.1,1.1,1.1,3.8,2.89,2.89,2.89
Maharana Pratap College of Technology,Gwalior,6,3.4,JEE Main / CBSE 12th / ISCMPBSE 12th / MPPET +4,8,96.0,96.0,96.0,3.0,,,
Himalayan Institute of Technology and Management (HITM Lucknow),Lucknow,9,3.4,JEE Main / UPTACCUET +2,4,1.87,2.45,2.16,2.7,,,
Sri Guru Granth Sahib World University,Punjab - Other,3,3.8,CBSE 12th / ISCPSEB 12th +1,3,3.92,3.92,3.92,3.8,2.5,2.5,2.5
Regional College,Jaipur,5,1.8,JEE Main / REAP,2,2.88,2.88,2.88,1.0,,,
Shri Balaji Institute of Technology and Management,Betul,6,3.4,JEE Main / MP BEMPPET +2,4,1.0,1.0,1.0,2.6,,,
College of Fisheries Engineering,Nagapattinam,1,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,32.0,32.0,32.0,3.8,4.12,4.12,4.12
"Sagar Institute of Research and Technology, Indore",Indore,11,3.5,JEE Main / CBSE 12th / ISCMPBSE 12th +3,6,1.5,2.8,2.15,2.8,,,
Sir C.V Raman Institute of Technology Sciences,Anantapur,6,3.9,AP EAMCET,1,1.4,1.72,1.56,3.4,,,
Travancore Engineering College,Kollam,5,4.7,KEAM,1,2.0,2.0,2.0,5.0,,,
Guru Ramdas Khalsa Institute of Science and Technology (GRKIST),Jabalpur,8,3.4,JEE Main / MP BEMPPET +2,4,99.4,99.4,99.4,2.9,,,
Kali Charan Nigam Institute of Technology,Uttar Pradesh - Other,9,3.6,JEE Main / UPTAC,2,2.02,2.45,2.24,3.0,,,
Biluru Gurubasava Mahaswamiji Institute of Technology,Karnataka - Other,6,2.5,COMEDK UGETKCET,1,4.0,7.44,5.72,2.4,,,
"IndianOil Odisha Campus, Bhubaneswar, Institute of Chemical Technology, Mumbai",Bhubaneswar,1,3.8,MHT CETJEE Main,1,4.5,4.5,4.5,3.0,,,
Mandava Institute Of Engineering And Technology,Krishna,6,4.0,AP EAMCETCBSE 12th / BIEAP +2,4,1.72,1.72,1.72,4.0,4.0,4.0,4.0
Rajdhani Engineering College,Jaipur,6,3.4,JEE Main / REAP,2,2.96,2.96,2.96,2.8,,,
IES Group of Institutions,Bhopal,2,3.5,CBSE 12th / ISCMPBSE 12th +1,3,1.65,1.65,1.65,3.7,,,
Sri Sai Institute Of Technology and Science (SSITS),Kadapa,6,3.6,JEE Main / AP EAMCET,2,1.51,1.72,1.62,2.9,,,
"Sapthagiri College of Engineering, Dharmapuri",Tamil Nadu - Other,11,3.6,CBSE 12th / ISCTamilnadu 12th +1,3,1.76,2.0,1.88,3.5,,,
KLEs College of Engineering and Technology,Belgaum,7,3.6,COMEDK UGETKCET,1,3.42,3.42,3.42,3.6,2.62,2.62,2.62
"Government Engineering College, Baran",Baran,5,2.8,JEE Main / REAP,2,1.96,1.96,1.96,2.5,,,
Sai Rajeswari Institute of Technology,Kadapa,6,3.9,AP EAMCET,1,2.01,2.01,2.01,3.7,,,
"Sri Venkateswara Engineering College, Suryapet",Telangana - Other,5,4.0,TS EAMCET,1,2.22,2.22,2.22,3.0,,,
Global Research Institute of Management and Technology,Yamuna Nagar,6,3.1,JEE Main / HSTES,2,2.4,2.4,2.4,3.1,5.0,5.0,5.0
West Godavari Institute of Science And Engineering,Tadepalligudem,6,3.4,AP EAMCETCBSE 12th / BIEAP +2,4,1.4,1.72,1.56,2.9,,,
Apex Institute of Technology,Rampur,4,3.4,JEE Main / UPTAC,2,1.65,2.45,2.05,2.0,,,
Akal University,Bathinda,3,3.4,JEE Main / CBSE 12th / ISCPSEB 12th +3,6,4.28,4.28,4.28,3.0,,,
Khammam Institute of Technology and Science,Khammam,7,3.8,TS EAMCET,1,2.6,2.6,2.6,3.8,4.5,4.5,4.5
Satyam College of Engineering and Technology,Kanyakumari,6,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.5,,,
"Shri Rawatpura Sarkar Institutions, Datia",Datia,4,4.1,– / –,1,1.04,1.04,1.04,4.0,,,
Dr Samuel George Institute of Engineering and Technology,Prakasam,9,3.1,AP EAMCETCBSE 12th / BIEAP +2,4,1.62,1.72,1.67,2.7,,,
"Punjab Institute of Technology, Rajpura, Maharaja Ranjit Singh Punjab Technical University",Rajpura,2,3.8,JEE Main,1,2.88,2.88,2.88,3.8,4.5,4.5,4.5
School of Engineering and Technology,Bahadurgarh,5,3.8,JEE Main / HSTES,2,2.82,2.82,2.82,3.8,3.5,3.5,3.5
Sri Raaja Raajan College of Engineering and Technology,Karaikudi,7,4.2,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,,,
Thakur Shiv Kumar Singh Memorial Engineering College,Burhanpur,6,3.3,JEE Main / MP BEMPPET +2,4,96.0,96.0,96.0,2.0,,,
"G.H. Raisoni Skill Tech University, Nagpur",Nagpur,8,3.2,CBSE 12th / ISCMaharashtra HSC +1,3,4.4,5.8,5.1,4.0,,,
Valia Koonambaikulathamma College of Engineering And technology,Kerala - Other,8,3.8,KEAM,1,2.0,2.0,2.0,3.8,3.2,3.2,3.2
Makhanlal Chaturvedi National University of Journalism and Communication,Bhopal,1,3.8,CBSE 12th / ISCMPBSE 12th +1,3,1.12,1.12,1.12,3.0,,,
HJD Institute of Technical Education and Research,Kutch District,5,3.5,JEE Main / GUJCET,2,2.65,2.65,2.65,2.7,,,
Institute of Knowledge College of Engineering,Pune,6,1.9,MHT CETJEE Main,1,2.1,2.1,2.1,1.0,,,
Millia Institute of Technology,Bihar - Other,5,3.9,CBSE 12th / ISCBSEB 12th +1,3,3.0,3.0,3.0,3.7,,,
JCET - Jaya College of Engineering and Technology,Chennai,9,3.5,CBSE 12th / ISCTamilnadu 12th +1,3,1.65,2.0,1.82,3.0,,,
Eshan College of Engineering,Mathura,5,3.9,UPTACCBSE 12th / UP 12th / ISC +3,6,2.45,2.45,2.45,4.0,,,
Arignar Anna Institute of Science and Technology,Chennai,8,1.2,CBSE 12th / ISCTamilnadu 12th +1,3,1.2,2.0,1.6,1.0,,,
"Government Engineering College, Banswara",Banswara,4,3.7,JEE Main / REAP,2,2.59,2.59,2.59,3.5,,,
DBS Institute of Technology,Nellore,6,3.0,AP EAMCET,1,1.72,1.72,1.72,2.3,,,
Immanuel Arasar J J College of Engineering,Kanyakumari,13,1.0,CBSE 12th / ISCTamilnadu 12th / IMUCET +2,5,2.0,2.0,2.0,1.0,,,
Sri Jayaram Institute of Engineering and Technology,Chennai,11,4.4,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,4.0,,,
Holycross Engineering College,Tamil Nadu - Other,14,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.61,2.3,3.7,,,
"Om Engineering College, Junagadh",Junagadh,5,3.5,JEE Main / GUJCET,2,2.94,2.94,2.94,3.0,,,
Christhu Jyothi Institute of Technology and Science,Warangal,8,3.8,TS EAMCET,1,1.71,2.48,2.09,3.5,,,
RadhaKrishna Institute of Technology and Engineering,Khurda,5,3.7,JEE Main / OJEE,2,2.6,2.6,2.6,3.6,,,
Priyadarshini College of Engineering and Technology,Nellore,6,3.3,AP EAMCET,1,1.72,1.72,1.72,2.6,,,
Shri Yogindra Sagar Institute of Technology and Science (SYSITS),Madhya Pradesh - Other,6,3.3,JEE Main / MP BEMPPET +2,4,91.2,91.2,91.2,3.0,,,
M.A.M School of Engineering,Tiruchirappalli,9,3.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.3,,,
Golden Group of Institutions,Gurdaspur,5,4.4,CBSE 12th / ISCPSEB 12th +1,3,2.4,2.4,2.4,4.0,,,
Ram Devi Jindal Group of Professional Institutions,Mohali,4,3.0,CBSE 12th / ISCPSEB 12th +1,3,3.18,3.18,3.18,2.5,,,
Cape Institute of Technology,Tirunelveli,9,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,1.2,2.0,1.6,3.0,,,
"Institute Of Technology and Management, Maharajganj",Uttar Pradesh - Other,4,3.0,JEE Main / UPTAC,2,2.45,2.45,2.45,1.0,,,
National College of Engineering (NCE Tirunelveli),Tirunelveli,5,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.6,,,
Guru Nanak Institutions,Ambala,4,4.0,JEE Main / HSTES,2,2.4,2.4,2.4,3.8,,,
LLRIET - Lala Lajpat Rai Institute of Engineering & Technology,Moga,6,3.5,CBSE 12th / ISCPSEB 12th +1,3,2.42,3.18,2.8,2.6,,,
Vision Institute of Technology,Aligarh,9,3.3,JEE Main / UPTACCUET +2,4,2.45,2.45,2.45,3.0,,,
Mount Zion College of Engineering and Technology,Tamil Nadu - Other,7,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.8,1.8,1.8,1.8
BVSR Engineering College,Andhra Pradesh - Other,9,4.0,AP EAMCETCBSE 12th / BIEAP +2,4,1.72,1.72,1.72,4.0,,,
Galaxy Global Group of Institutions,Ambala,6,3.5,JEE Main / HSTES,2,1.11,1.92,1.52,2.7,,,
Indira Institute Of Technology And Sciences,Prakasam,8,3.0,AP EAMCETCBSE 12th / BIEAP +2,4,1.72,1.72,1.72,3.0,,,
Vidush Somany Institute Of Technology and Research,Kadi,5,3.5,JEE Main / GUJCET,2,3.15,3.15,3.15,3.6,,,
Kakatiya University College of Engineering and Technology,Warangal,1,3.8,TS EAMCET,1,2.8,2.8,2.8,3.8,3.55,3.55,3.55
Mahatma Gandhi Government Engineering College,Shimla,2,3.4,HPCET,1,1.2,1.2,1.2,2.8,,,
